doc_no,request_dt,approval_dt,req_status,service_nm,system_cd,req_type,title,due_dt,requester_id,dev_lead_id,uat_lead_id,deployer_id,dml_lead_id
ITSM-2026-00140,2026-04-09 20:56:37,2026-04-10 01:56:37,APPROVED,신용평가시스템,CRED,EMER,긴급 데이터 보정,2026-04-13,25337,16300,29121,10116,
ITSM-2026-00145,2026-04-09 21:03:44,2026-04-10 18:03:44,APPROVED,고객포털,PORTAL,DML,계정 상태 일괄 업데이트,2026-04-14,26959,26640,29782,13789,24014
ITSM-2026-00146,2026-04-14 02:48:10,2026-04-15 02:48:10,APPROVED,경영관리시스템,ERP,DEV,리포트 기능 추가,2026-04-17,23056,12292,19338,22130,
ITSM-2026-00148,2026-04-14 09:29:17,2026-04-16 02:29:17,APPROVED,고객포털,PORTAL,DEV,배치 스케줄 변경,2026-04-28,19299,29726,15294,23737,
ITSM-2026-00147,2026-04-14 12:16:27,2026-04-16 02:16:27,APPROVED,개발포털,DEVP,DEV,리포트 기능 추가,2026-04-26,17505,29309,13507,18238,
ITSM-2026-00150,2026-04-16 04:29:03,2026-04-17 22:29:03,APPROVED,데이터웨어하우스,DW,DML,잘못된 거래 데이터 수정,2026-04-19,11307,23861,13542,18743,19129
ITSM-2026-00149,2026-04-16 11:58:53,2026-04-18 05:58:53,APPROVED,데이터웨어하우스,DW,DDL,신규 테이블 생성,2026-04-28,17055,23074,28173,18238,26561
ITSM-2026-00152,2026-04-20 09:05:14,2026-04-21 17:05:14,APPROVED,고객포털,PORTAL,DML,계정 상태 일괄 업데이트,2026-04-29,11898,14120,21724,10212,29782
ITSM-2026-00151,2026-04-20 23:33:30,2026-04-22 17:33:30,APPROVED,데이터웨어하우스,DW,DML,잘못된 거래 데이터 수정,2026-04-27,10819,26635,28173,23338,10376
ITSM-2026-00153,2026-04-22 17:53:17,2026-04-24 11:53:17,APPROVED,신용평가시스템,CRED,EMER,긴급 핫픽스 배포,2026-05-01,16967,13779,28978,10116,
ITSM-2026-00154,2026-04-23 01:11:21,2026-04-23 17:11:21,APPROVED,경영관리시스템,ERP,DEV,API 연동 개발,2026-05-05,18123,15093,14575,22130,
ITSM-2026-00174,2026-04-23 07:50:48,,REVIEW,데이터웨어하우스,DW,DML,테스트 데이터 삭제,2026-04-30,17623,17846,14572,22130,
ITSM-2026-00161,2026-04-24 04:58:56,,REJECTED,신용평가시스템,CRED,DEV,리포트 기능 추가,2026-05-01,26010,10070,24355,19232,
ITSM-2026-00155,2026-04-24 14:31:08,2026-04-25 01:31:08,APPROVED,신용평가시스템,CRED,AUTH,관리자 계정 생성,2026-05-07,23833,13486,15093,22964,
ITSM-2026-00156,2026-04-27 13:55:27,2026-04-28 05:55:27,APPROVED,데이터웨어하우스,DW,DEV,이체 한도 조정,2026-05-08,26010,17288,16232,11916,
ITSM-2026-00160,2026-04-27 22:12:06,2026-04-28 17:12:06,APPROVED,경영관리시스템,ERP,DML,계정 상태 일괄 업데이트,2026-05-02,26617,27661,26635,21327,15702
ITSM-2026-00157,2026-04-28 11:59:52,2026-04-29 22:59:52,APPROVED,경영관리시스템,ERP,EMER,긴급 핫픽스 배포,2026-05-03,15182,14340,23316,25574,
ITSM-2026-00159,2026-04-28 15:21:36,2026-04-28 19:21:36,APPROVED,신용평가시스템,CRED,DEV,수수료 계산 수정,2026-05-11,27671,11253,27870,22964,
ITSM-2026-00158,2026-04-29 10:25:50,2026-04-30 02:25:50,APPROVED,신용평가시스템,CRED,EMER,장애 대응 패치,2026-05-09,16693,19810,20756,10106,
